"Address","Occurrences","Title 1","Title 1 Length","Title 1 Pixel Width","Indexability","Indexability Status"
"https://bgoonz-blog.netlify.app/","1","Web-Dev-Hub","11","123","Indexable",""
"https://bgoonz-blog.netlify.app/docs/projects/","1","Projects","8","72","Indexable",""
"https://bgoonz-blog.netlify.app/docs/content/","1","Manage Content","14","145","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/","1","Reference | webdevhub","21","208","Indexable",""
"https://bgoonz-blog.netlify.app/blog/platform-docs/","1","Platform Docs","13","125","Indexable",""
"https://bgoonz-blog.netlify.app/docs/tutorials/","1","Tutorials | webdevhub","21","192","Indexable",""
"https://bgoonz-blog.netlify.app/docs/community/","1","Connect","7","72","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/","1","Documentation","13","130","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/","1","Articles | webdevhub","20","182","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/","1","Cheat Sheets","12","119","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/nodejs/","1","Javascript and Node","19","179","Indexable",""
"https://bgoonz-blog.netlify.app/blog/","1","Blog","4","39","Indexable",""
"https://bgoonz-blog.netlify.app/docs/interview/job-search-nav/","1","Job Search Navigation | webdevhub","33","313","Indexable",""
"https://bgoonz-blog.netlify.app/docs/react/","1","React","5","52","Indexable",""
"https://bgoonz-blog.netlify.app/docs/faq/","1","FAQ","3","41","Indexable",""
"https://bgoonz-blog.netlify.app/docs/interact/","1","Interactive Examples","20","182","Indexable",""
"https://bgoonz-blog.netlify.app/docs/about/","1","About","5","51","Indexable",""
"https://bgoonz-blog.netlify.app/docs/leetcode/","1","Leetcode Examples","17","173","Indexable",""
"https://bgoonz-blog.netlify.app/docs/javascript/","1","Javascript | webdevhub","22","206","Indexable",""
"https://bgoonz-blog.netlify.app/docs/tools/","1","Tools","5","48","Indexable",""
"https://bgoonz-blog.netlify.app/docs/interview/","1","Interviewing | webdevhub","24","221","Indexable",""
"https://bgoonz-blog.netlify.app/docs/data-structures/","1","Data Structures","15","138","Indexable",""
"https://bgoonz-blog.netlify.app/docs/python/","1","Python | webdevhub","18","177","Indexable",""
"https://bgoonz-blog.netlify.app/docs/tips/","1","Tips | webdevhub","16","154","Indexable",""
"https://bgoonz-blog.netlify.app/docs/audio/","1","Audio Projects","14","127","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/vscode-themes/","1","vscode-themes","13","133","Indexable",""
"https://bgoonz-blog.netlify.app/docs/projects/my-websites/","1","My Sites","8","77","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/webdev-tools/","1","Web Developer Tools | webdevhub","31","307","Indexable",""
"https://bgoonz-blog.netlify.app/docs/react/dont-use-index-as-keys/","1","Lists and Keys","14","129","Indexable",""
"https://bgoonz-blog.netlify.app/docs/python/functions/","1","lorem-ipsum | webdevhub","23","224","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/reading-files/","1","Reading files","13","113","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/how-to-kill-a-process/","1","Kill a Process in Linux | webdevhub","35","307","Indexable",""
"https://bgoonz-blog.netlify.app/docs/interact/video-chat/","1","Zumzi Video Conference:","23","220","Indexable",""
"https://bgoonz-blog.netlify.app/docs/javascript/review/","1","Javascript Concepts Review | webdevhub","38","365","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/node-docs-complete/","1","Node Docs | webdevhub","21","214","Indexable",""
"https://bgoonz-blog.netlify.app/docs/about/eng-portfolio/","1","Engineering Portfolio","21","181","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/node-cli-args/","1","npm packages","12","128","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/bash/","1","Bash Commands That Save Me Time and Frustration | webdevhub","59","582","Indexable",""
"https://bgoonz-blog.netlify.app/docs/javascript/for-loops/","1","lorem-ipsum | webdevhub","23","224","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/no-whiteboarding/","1","lorem-ipsum | webdevhub","23","224","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/intro-to-nodejs/","1","Intro To NodeJS | webdevhub","27","261","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/sitemap/","1","Sitemap","7","72","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/all-emojis/","1","All Emojis | webdevhub","22","202","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/new-repo-instructions/","1","new-repo-git","12","111","Indexable",""
"https://bgoonz-blog.netlify.app/docs/about/job-search/","1","Job Search | webdevhub","22","217","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/node-package-manager/","1","Sorting Algorithms | webdevhub","30","277","Indexable",""
"https://bgoonz-blog.netlify.app/docs/tips/insert-into-array/","1","Insert Into Array | webdevhub","29","260","Indexable",""
"https://bgoonz-blog.netlify.app/docs/audio/dtw-python-explained/","1","Dynamic Time Warping Algorithm Explained (Python) | webdevhub","61","578","Indexable",""
"https://bgoonz-blog.netlify.app/docs/audio/discrete-fft/","1","Fast Fourier Transform","22","203","Indexable",""
"https://bgoonz-blog.netlify.app/docs/about/resume/","1","Resume","6","72","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/resources/","1","Developer Resources | webdevhub","31","306","Indexable",""
"https://bgoonz-blog.netlify.app/docs/content/history-api/","1","History API | webdevhub","23","216","Indexable",""
"https://bgoonz-blog.netlify.app/docs/projects/embeded-websites/","1","Gatsby Plugins For This Sites Content Model","43","394","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/minifiction/","1","How To Minify Code For Better Web Performance | webdevhub","57","557","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/installation/","1","Installation","12","93","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/markdown-dropdowns/","1","Markdown Dropdown | webdevhub","29","305","Indexable",""
"https://bgoonz-blog.netlify.app/docs/interact/jupyter-notebooks/","1","Jupyter Notebooks","17","165","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/es-6-features/","1","ECMAScript 6 | webdevhub","24","242","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/git-tricks/","1","Git Tricks | webdevhub","22","202","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/node-docs-full/","1","Node Docs | webdevhub","21","214","Indexable",""
"https://bgoonz-blog.netlify.app/docs/javascript/this-is-about-this/","1","This in JavaScript","18","154","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/awesome-lists/","1","Awesome Lists | webdevhub","25","251","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/git-repos/","1","Git Repo List | webdevhub","25","233","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/awesome-static/","1","Awesome Static Site Resources | webdevhub","41","400","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/google-cloud/","1","Google Cloud | webdevhub","24","237","Indexable",""
"https://bgoonz-blog.netlify.app/docs/about/intrests/","1","Youtube | webdevhub","19","190","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/npm/","1","npm","3","37","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/install/","1","Install","7","51","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/google-firebase/","1","Add Firebase to your JavaScript project Note:","45","402","Indexable",""
"https://bgoonz-blog.netlify.app/docs/community/bookmarks/","1","Bookmarks | webdevhub","21","216","Indexable",""
"https://bgoonz-blog.netlify.app/docs/react/ajax-n-apis/","1","AJAX and APIs","13","135","Indexable",""
"https://bgoonz-blog.netlify.app/docs/projects/list-of-projects/","1","List Of Projects","16","137","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/fs-module/","1","Fs-Module | webdevhub","21","210","Indexable",""
"https://bgoonz-blog.netlify.app/docs/react/render-elements/","1","Rendering Elements With React | webdevhub","41","396","Indexable",""
"https://bgoonz-blog.netlify.app/docs/react/cheatsheet/","1","React Cheat Sheets: | webdevhub","31","300","Indexable",""
"https://bgoonz-blog.netlify.app/docs/python/examples/","1","Practice | webdevhub","20","189","Indexable",""
"https://bgoonz-blog.netlify.app/docs/content/archive/","1","Archive | webdevhub","19","181","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/pull-request-rubric/","1","Pull Request Template | webdevhub","33","315","Indexable",""
"https://bgoonz-blog.netlify.app/docs/react/demo/","1","React Class Components Demo | webdevhub","39","398","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/semantic-html/","1","Web Design | webdevhub","22","224","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/semantic/","1","Semantic Versioning | webdevhub","31","295","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/quick-links/","1","Quick Links | webdevhub","23","218","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/appendix/","1","Apendix | webdevhub","19","186","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/node-js-language/","1","packagejson | webdevhub","23","227","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/git-bash/","1","Git Bash | webdevhub","20","193","Indexable",""
"https://bgoonz-blog.netlify.app/docs/career/interview-dos-n-donts/","1","Do & Don't of Interviewing! | webdevhub","39","351","Indexable",""
"https://bgoonz-blog.netlify.app/docs/react/react-docs/","1","React","5","52","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/embed-the-web/","1","lorem-ipsum | webdevhub","23","224","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/psql/","1","Postgresql Cheat Sheet | webdevhub","34","326","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/css/","1","Learn Css | webdevhub","21","207","Indexable",""
"https://bgoonz-blog.netlify.app/docs/javascript/asyncjs/","1","AsynchAsynchronous JavaScript | webdevhub","41","400","Indexable",""
"https://bgoonz-blog.netlify.app/docs/javascript/await-keyword/","1","Await | webdevhub","17","166","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/node-repl/","1","The-package-lock.json-file | webdevhub","38","347","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/installing-node/","1","Installing Node | webdevhub","27","245","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/basic-web-dev/","1","Web Dev Review | webdevhub","26","268","Indexable",""
"https://bgoonz-blog.netlify.app/docs/audio/web-audio-api/","1","Web Apis | webdevhub","20","202","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/html-spec/","1","HTML SPEC | webdevhub","21","229","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/v8/","1","npm global or local packages | webdevhub","40","373","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/awesome-nodejs/","1","Awesome NodeJS | webdevhub","26","279","Indexable",""
"https://bgoonz-blog.netlify.app/docs/audio/audio-feature-extraction/","1","Audio Feature Extraction | webdevhub","36","333","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/understanding-firebase/","1","Firebase | webdevhub","20","194","Indexable",""
"https://bgoonz-blog.netlify.app/docs/python/python-ds/","1","Python General Notes | webdevhub","32","310","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/writing-files/","1","Writing Files","13","108","Indexable",""
"https://bgoonz-blog.netlify.app/docs/faq/plug-ins/","1","Gatsby Plugins For This Sites Content Model","43","394","Indexable",""
"https://bgoonz-blog.netlify.app/docs/career/dev-interview/","1","Developer Interview Questions | webdevhub","41","385","Indexable",""
"https://bgoonz-blog.netlify.app/docs/python/snippets/","1","Python Snippets | webdevhub","27","259","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/vscode/","1","vscode","6","62","Indexable",""
"https://bgoonz-blog.netlify.app/docs/content/main-projects/","1","RECENT PROJECTS | webdevhub","27","307","Indexable",""
"https://bgoonz-blog.netlify.app/docs/interact/callstack-visual/","1","Callstack Visualizer | webdevhub","32","286","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/art-of-command-line/","1","Command Line Basics","19","195","Indexable",""
"https://bgoonz-blog.netlify.app/docs/community/video-chat/","1","Video Chat | webdevhub","22","214","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/heroku-error-codes/","1","Heroku Error Codes | webdevhub","30","293","Indexable",""
"https://bgoonz-blog.netlify.app/docs/","1","Web Dev Hub","11","121","Indexable",""
"https://bgoonz-blog.netlify.app/docs/interact/clock/","1","Clock | webdevhub","17","166","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/bash-commands/","1","Bash-Commands","13","150","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/git-reference/","1","Git Reference | webdevhub","25","240","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/os-module/","1","OS-Module | webdevhub","21","217","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/node-run-cli/","1","node-cli-args | webdevhub","25","231","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/bookmarks/","1","Web Dev Bookmarks | webdevhub","29","303","Indexable",""
"https://bgoonz-blog.netlify.app/docs/faq/contact/","1","Contact! | webdevhub","20","191","Indexable",""
"https://bgoonz-blog.netlify.app/docs/tools/dev-utilities/","1","General Utilities | webdevhub","29","255","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/how-2-reinstall-npm/","1","How To Reinstall NPM and Node.js On Your System | webdevhub","59","576","Indexable",""
"https://bgoonz-blog.netlify.app/docs/python/intro-for-js-devs/","1","lorem-ipsum | webdevhub","23","224","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/npx/","1","The npx Node.js Package Runner | webdevhub","42","409","Indexable",""
"https://bgoonz-blog.netlify.app/docs/tools/data-structures/","1","Data Structures | webdevhub","27","255","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/nodevsbrowser/","1","Node vs Browser","15","151","Indexable",""
"https://bgoonz-blog.netlify.app/docs/interview/review-concepts/","1","Review Of Concepts | webdevhub","30","298","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/snippets/","1","Useful Snippets | webdevhub","27","253","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/how-the-web-works/","1","How The Web Works | webdevhub","29","305","Indexable",""
"https://bgoonz-blog.netlify.app/docs/python/comprehensive-guide/","1","lorem-ipsum | webdevhub","23","224","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/notes-template/","1","Gatsby Plugins For This Sites Content Model","43","394","Indexable",""
"https://bgoonz-blog.netlify.app/docs/content/algo/","1","Algorithms & Data Structures","28","255","Indexable",""
"https://bgoonz-blog.netlify.app/docs/javascript/clean-code/","1","Clean Code | webdevhub","22","220","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/understanding-path/","1","Understanding PATH | webdevhub","30","299","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/markdown/","1","Markdown | webdevhub","20","209","Indexable",""
"https://bgoonz-blog.netlify.app/docs/interact/other-sites/","1","Typography","10","104","Indexable",""
"https://bgoonz-blog.netlify.app/docs/tutorials/enviorment-setup/","1","Enviorment Setup Tutorial | webdevhub","37","342","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/web-standards-checklist/","1","Web Standards Checklist","23","222","Indexable",""
"https://bgoonz-blog.netlify.app/docs/javascript/constructor-functions/","1","Constructor Functions | webdevhub","33","308","Indexable",""
"https://bgoonz-blog.netlify.app/docs/react/jsx/","1","Introducing JSX | webdevhub","27","255","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/modules/","1","Node Modules System | webdevhub","31","315","Indexable",""
"https://bgoonz-blog.netlify.app/docs/python/flow-control/","1","lorem-ipsum | webdevhub","23","224","Indexable",""
"https://bgoonz-blog.netlify.app/docs/community/an-open-letter-2-future-developers/","1","New Developers | webdevhub","26","261","Indexable",""
"https://bgoonz-blog.netlify.app/docs/python/google-sheets-api/","1","google-sheets-api | webdevhub","29","274","Indexable",""
"https://bgoonz-blog.netlify.app/docs/tips/array-methods/","1","Tips | webdevhub","16","154","Indexable",""
"https://bgoonz-blog.netlify.app/docs/tools/markdown-html/","1","md and html | webdevhub","23","224","Indexable",""
"https://bgoonz-blog.netlify.app/docs/projects/mini-projects/","1","Mini Projects","13","113","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/data-structures-docs/","1","Data Structures Docs | webdevhub","32","306","Indexable",""
"https://bgoonz-blog.netlify.app/docs/react/react-in-depth/","1","Intro To React","14","127","Indexable",""
"https://bgoonz-blog.netlify.app/docs/career/job-boards/","1","Job Board | webdevhub","21","208","Indexable",""
"https://bgoonz-blog.netlify.app/docs/python/at-length/","1","Python at length","16","141","Indexable",""
"https://bgoonz-blog.netlify.app/docs/tips/sorting-strings/","1","Sorting Strings | webdevhub","27","246","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/how-search-engines-work/","1","The Anatomy of a Search Engine | webdevhub","42","406","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/dev-dep/","1","Dependencies","12","124","Indexable",""
"https://bgoonz-blog.netlify.app/docs/javascript/bigo/","1","A Very Quick Guide To Calculating Big O Computational Complexity | webdevhub","76","710","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/node-env-variables/","1","module.exports API","18","172","Indexable",""
"https://bgoonz-blog.netlify.app/docs/audio/audio/","1","Audio | webdevhub","17","166","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/buffers/","1","Node Buffers | webdevhub","24","232","Indexable",""
"https://bgoonz-blog.netlify.app/docs/docs/regex-in-js/","1","Regular Expressions | webdevhub","31","297","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/github-search/","1","The Search API helps you search for the specific item you want to find. For example, you can find a user or a specific file in a repository. Think of it the way you think of performing a search on Google. It's designed to help you find the one result you're looking for (or maybe the few results you're looking for). Just like searching on Google, you sometimes want to see a few pages of search results so that you can find the item that best meets your needs. To satisfy that need, the GitHub Search API provides **up to 1,000 results for each search**.:","556","4807","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/node-common-modules/","1","Common Modules | webdevhub","26","275","Indexable",""
"https://bgoonz-blog.netlify.app/docs/content/trouble-shooting/","1","Trouble Shooting | webdevhub","28","265","Indexable",""
"https://bgoonz-blog.netlify.app/docs/audio/dfft/","1","fft","3","18","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/psql-setup/","1","PostgreSQL Setup | webdevhub","28","283","Indexable",""
"https://bgoonz-blog.netlify.app/docs/reference/markdown-styleguide/","1","Markdown Lint Styleguide","24","226","Indexable",""
"https://bgoonz-blog.netlify.app/docs/javascript/promises/","1","Promises | webdevhub","20","199","Indexable",""
"https://bgoonz-blog.netlify.app/docs/python/cheat-sheet/","1","python cheat sheet","18","166","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/http/","1","The HTTP Protocol | webdevhub","29","285","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/nextjs/","1","lorem-ipsum | webdevhub","23","224","Indexable",""
"https://bgoonz-blog.netlify.app/docs/audio/dynamic-time-warping/","1","dynamic-time-warping","20","192","Indexable",""
"https://bgoonz-blog.netlify.app/docs/react/react2/","1","Intro To React | webdevhub","26","244","Indexable",""
"https://bgoonz-blog.netlify.app/docs/javascript/arrow-functions/","1","JS Fat Arrow Functions | webdevhub","34","323","Indexable",""
"https://bgoonz-blog.netlify.app/docs/quick-reference/create-react-app/","1","Getting Started W Create React App | webdevhub","46","442","Indexable",""
"https://bgoonz-blog.netlify.app/docs/articles/node-api-express/","1","Node APIs With Express","22","216","Indexable",""
